Upc,UPC,Description,ClickList Eligible,Primary Department,Recap Department,Department,Commodity,Sub-Commodity,Last 7 Days Sales,,,
1111050811,,Kroger CarbMaster Coconut Mango Yogurt,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
1111050812,,Ralphs Value Caramel Swirl Frozen Dairy Dessert,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
1111051184,,Kroger Deluxe Raspberry Sherbet Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111052958,,Kroger Deluxe Neapolitan Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111052964,,Kroger Deluxe Black Walnut Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111052973,,Kroger Deluxe Egg Nog Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111053002,,Kroger Deluxe Churned Rocky Road Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054050,,Kroger Deluxe Light Vanilla Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054051,,Kroger Deluxe Light Cookies & Cream Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054052,,Kroger Mint Chocolate Chip Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054053,,Kroger Deluxe Light Vanilla Bean Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054054,,Kroger Deluxe Light Rocky Road Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054101,,Kroger Deluxe Butter Pecan Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054102,,Kroger Deluxe Cherry Cordial Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054103,,Kroger Deluxe Fudge Tracks Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054104,,Kroger Deluxe Rocky Road Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111054105,,Kroger Deluxe Vanilla Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111055604,,Kroger Strawberry Frozen Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111055607,,Country Club Chocolate Frozen Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111055854,,Kroger Value Low Fat Chocolate Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
1111066096,,Kroger Walnut Explosion,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,016 - BAKING NEEDS,3235 - BAKING NUTS                   ,,,,
1111071206,,Pet Pride Chicken Turkey & Salmon Variety Mix Dry Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,095 - DRY CAT FOOD,7189 - DRY CAT FOOD - REGULAR        ,,,,
1111071967,,Kroger Value Bite Size Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7197 - DRY DOG VALUE                 ,,,,
1111071999,,Kroger Value Chunk Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7197 - DRY DOG VALUE                 ,,,,
1111072000,,FMV Dry Cat Food,Y,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,095 - DRY CAT FOOD,7199 - DRY CAT FOOD - VALUE          ,,,,
1111072105,,Old Yeller Chunk Style Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111072612,,Kroger Spicy Tropical Mango Marinade,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,088 - CONDIMENTS & SAUCES,8357 - MARINADES                     ,,,,
1111072737,,Pet Pride Kibbles Lean Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111072895,,Fred Meyer Crunchy Peanut Butter,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111072906,,Ralphs Just Fruit Apricot Spread,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2240 - PRESERVES/JAM/MARMALADE       ,,,,
1111072957,,Pet Pride High Protein Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111073443,,Kroger Apricot Just Fruit Spread,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2240 - PRESERVES/JAM/MARMALADE       ,,,,
1111073471,,Ralphs Just Fruit Apricot Spread,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2240 - PRESERVES/JAM/MARMALADE       ,,,,
1111073565,,Pet Pride High Protein Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111073566,,Pet Pride Puppy Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111073687,,Pet Pride Chunk Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111073690,,FMV Chunk Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7197 - DRY DOG VALUE                 ,,,,
1111073691,,Kroger Value Chunk Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7197 - DRY DOG VALUE                 ,,,,
1111073692,,Pet Pride Chunk Style Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111073695,,Kroger Value Bite Size Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7197 - DRY DOG VALUE                 ,,,,
1111073696,,Kroger Value Bite Size Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7197 - DRY DOG VALUE                 ,,,,
1111074381,,Pet Pride Chunk Style Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111074459,,Ralphs Mini Peanut Butter,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111074468,,FMV Pet Pride Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,095 - DRY CAT FOOD,7199 - DRY CAT FOOD - VALUE          ,,,,
1111074470,,Kroger Value Chunk Style Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111074472,,Old Yeller Chunk Style Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
1111074625,,Kroger Mini Peanut Butter Smooth & Crunchy,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111074626,,Kroger Mini Peanut Butter,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111074638,,Fred Meyer Smooth & Crunchy Mini Peanut Butter,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111074818,,Kroger Peanut Butter & Jelly,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111074877,,Fred Meyer Mini Peanut Butter,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111078616,,Kroger Lighter Flavor Olive Oil,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,030 - OLIVE OIL,3003 - EXTRA VIRGIN OLIVE OIL,,,,
1111078803,,Ralphs Cut Green Beans,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2044 - GREEN BEANS: FS/WHL/CUT       ,,,,
1111078804,,Ralphs Green Beans,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2044 - GREEN BEANS: FS/WHL/CUT       ,,,,
1111078860,,Ralphs Orange Starfruit Vitamin Enhanced Water,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,204 - ENHANCED WATER,0404 - SINGLE SERVE ENHANCED WATER W/SWEETENER                ,,,,
1111078863,,Fred Meyer Black & Blueberry Vitamin Enhanced Water,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,204 - ENHANCED WATER,0401 - MULTI-PACK ENHANCED WATER     ,,,,
1111078966,,Kroger Sugar Cookie Dough,N,01 - GROCERY        ,01 - GROCERY        ,02 - REFRIG GROCERY,066 - REFRGRATED DOUGH PRODUCTS,1448 - REFRIGERATED COOKIE DOUGH     ,,,,
1111079038,,Ralphs Value Dry Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,095 - DRY CAT FOOD,7199 - DRY CAT FOOD - VALUE          ,,,,
1111079157,,Pet Pride Dental Wellness Dog Treats,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
1111079171,,Pet Pride Skin & Coat Dog Treats,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
1111079280,,Pet Pride Bacon & Beef Strips Dog Treats,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
1111079281,,Pet Pride Beef Jerky Stick,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
1111079283,,Pet Pride Bacon Strips Dog Treats,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
1111079302,,Pet Pride Organic Rawhide Chews,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
1111079487,,Fred Meyer Zero Calorie Sweetener,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,015 - SUGARS & SWEETENERS,5376 - SWEETENERS                    ,,,,
1111079490,,Fred Meyer Zero Carolie Brown Baking Sweetener,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,015 - SUGARS & SWEETENERS,5376 - SWEETENERS                    ,,,,
1111080047,,Kroger Vanilla Frosting Cupcake Kit,N,01 - GROCERY        ,01 - GROCERY        ,02 - REFRIG GROCERY,066 - REFRGRATED DOUGH PRODUCTS,1447 - REFRIGERATED SPECIALTY ROLLS  ,,,,
1111080125,,Kroger Asparagus Spears,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2042 - ASPARAGUS                     ,,,,
1111080274,,Fred Meyer Vanilla Almond Cereal,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,085 - COLD CEREAL,9460 - ADULT CEREAL                  ,,,,
1111080321,,Fry's Table Corn Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,361 - MEXICAN TORTILLA/WRAP/TOSTADA ,6102 - MEXICAN TORTILLAS CORN                                 ,,,,
1111080497,,Kroger Taco Supreme Pizza,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0024 - PIZZA/ECONOMY                 ,,,,
1111082076,,Kroger Value White Sandwich Bread,N,01 - GROCERY        ,01 - GROCERY        ,75 - COMMERCIAL BKY ,050 - BAKED BREADS                  ,2401 - MAINSTREAM WHITE BREAD        ,,,,
1111082082,,Kroger Value Wheat Bread,N,01 - GROCERY        ,01 - GROCERY        ,75 - COMMERCIAL BKY ,050 - BAKED BREADS                  ,2412 - MAINSTREAM VARIETY BREADS     ,,,,
1111082090,,Ralphs Ruby Tangerine Cocktail,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,007 - SHELF STABLE JUICE,2035 - GRAPEFRUIT JUICE (UNDER 50% JUICE)                     ,,,,
1111082369,,Kroger Butter Me Not Biscuits,N,01 - GROCERY        ,01 - GROCERY        ,02 - REFRIG GROCERY,066 - REFRGRATED DOUGH PRODUCTS,1445 - REFRIGERATED BISCUITS         ,,,,
1111082399,,Kroger Rotini Shells Pasta,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,084 - DRY NOODLES & PASTA,0470 - SHORT CUT PASTA               ,,,,
1111082502,,Kroger Deep Dish Pepperoni Pizza,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0026 - PIZZA/SINGLE SERVE/MICROWAVE  ,,,,
1111082571,,Kroger Frosted Wheat Puffs,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,085 - COLD CEREAL,9459 - KIDS CEREAL                   ,,,,
1111082584,,Kroger Value Spaghetti Pasta,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,084 - DRY NOODLES & PASTA,0472 - LONG CUT PASTA                ,,,,
1111082727,,Private Selection Extra Pepperoni Pizza,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0016 - PIZZA/PREMIUM                 ,,,,
1111082906,,Kroger Crispy Fried Onions,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2099 - FRIED ONIONS                  ,,,,
1111083119,,Fred Meyer Value Pineapple Slices in Juice,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1022 - PINEAPPLE                     ,,,,
1111083128,,Fred Meyer Value Crushed Pineapple in Juice,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1022 - PINEAPPLE                     ,,,,
1111083130,,Kroger Combination Pizza,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0026 - PIZZA/SINGLE SERVE/MICROWAVE  ,,,,
1111083643,,Fry's Vegetable Soup,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,006 - CANNED SOUPS,3170 - CONDENSED SOUP                ,,,,
1111083846,,Private Selection Alpine Style Blended Cheese,Y,01 - GROCERY        ,01 - GROCERY        ,02 - REFRIG GROCERY,065 - CHEESE,5537 - NATURAL CHEESE CHUNKS         ,,,,
1111083847,,Kroger Value Baking Mix,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,018 - BAKING MIXES,7432 - BISCUIT FLOUR & MIXES         ,,,,
1111084279,,Automated_Testing_bzdOMcXnGz,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4539 - DAIRY CASE 100% PURE JUICE - OJ                        ,,,,
1111084305,,Kroger Wild Bird Seed,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,097 - WILD BIRD/ANIMAL FEED,4169 - REGULAR WILD BIRD SEED        ,,,,
1111084595,,Automated_Testing_WsonDvAxDi,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,043 - FROZEN JUICE,0182 - FRZN OJ&OJ SUBSTITUTES (OVER 50% JUICE)                ,,,,
1111084661,,Kroger Peppermint Whipped Topping,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4570 - AEROSOL TOPPINGS              ,,,,
1111084852,,Private Selection Southern Italian Pizza,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0016 - PIZZA/PREMIUM                 ,,,,
1111085131,,Kroger Chicken in a Biscuit ,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,046 - FROZEN BREAKFAST FOODS,0225 - FRZN BREAKFAST SANDWICHES     ,,,,
1111085156,,Actvia Low Fat Ls Acai Blueberry CherryYogurt,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8300 - PROACTIVE HEALTH YOGURT                                ,,,,
1111085340,,Kroger Bag Cereal,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,085 - COLD CEREAL,9459 - KIDS CEREAL                   ,,,,
1111085571,,Kroger Sweet Servings Sweetenr,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,015 - SUGARS & SWEETENERS,5376 - SWEETENERS                    ,,,,
1111085911,,Kroger Minestrone Soup,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,128 - PIZZA SAUCE/CRUST/MIX         ,3172 - READY TO SERVE                ,,,,
1111085913,,Kroger Lentil Soup,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,128 - PIZZA SAUCE/CRUST/MIX         ,3172 - READY TO SERVE                ,,,,
1111085914,,Kroger Vegetable Soup,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,128 - PIZZA SAUCE/CRUST/MIX         ,3172 - READY TO SERVE                ,,,,
1111085932,,Fred Meyer Value Whole Peeled Tomatoes,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,022 - TOMATO PRODUCTS-SHELF STABLE,2087 - TOMATOES/WHOLE                ,,,,
1111086091,,Pet Pride Large Beef Dog Biscuits,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7182 - DOG BISCUITS - REGULAR        ,,,,
1111086141,,Pet Pride Sliced Beef Cat Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,021 - WET CAT FOOD,7198 - WET CAT FOOD - REGULAR        ,,,,
1111086149,,Kroger Value Cat Litter,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,213 - CAT LITTER,7182 - CONVENTIONAL LITTER           ,,,,
1111086302,,Kroger Crunchy Cookie Butter,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,076 - PEANUT BUTTER/JELLY/JAMS&HONEY,2230 - NUT BUTTERS,,,,
1111086467,,Kroger Value Free & Clear Laundry Detergent,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,104 - LAUNDRY DETERGENTS,7715 - LIQUID LAUNDRY DETERGENTS     ,,,,
1111086499,,Kroger Mixed Berry Strawberry Pouch Mlt 4pk,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8301 - KIDS YOGURT                                            ,,,,
1111086544,,Iperk Nd Coffee Creamer,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,024 - COFFEE & CREAMERS,6180 - NON DAIRY CREAMER             ,,,,
1111087145,,Kroger Speckled Butter Beans,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,040 - FROZEN VEGETABLE & VEG DISH   ,0189 - FZ BAG VEGETABLES - PLAIN     ,,,,
1111087208,,Kroger Crowder Peas,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,040 - FROZEN VEGETABLE & VEG DISH   ,0189 - FZ BAG VEGETABLES - PLAIN     ,,,,
1111087244,,Private Selection Blueberries in Lite Syrup,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1008 - BERRIES/CND (BLU/BLK/RASP)    ,,,,
1111087247,,Private Selection Blackberries in Lite Syrup,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1008 - BERRIES/CND (BLU/BLK/RASP)    ,,,,
1111087258,,Kroger Breaded Okra,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,040 - FROZEN VEGETABLE & VEG DISH   ,0189 - FZ BAG VEGETABLES - PLAIN     ,,,,
1111087280,,Kroger California Garden Blend,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,040 - FROZEN VEGETABLE & VEG DISH   ,0189 - FZ BAG VEGETABLES - PLAIN     ,,,,
1111087284,,Private Selection Berry Combo in Lite Syrup,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1008 - BERRIES/CND (BLU/BLK/RASP)    ,,,,
1111087299,,Private Selection Red Raspberries,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1008 - BERRIES/CND (BLU/BLK/RASP)    ,,,,
1111087345,,Private Selection Royal Anne Cherries,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,001 - CANNED FRUIT/FRUIT BOWLS,1010 - CHERRIES (EXCEPT MARASCHINO)  ,,,,
1111087376,,Kroger Cheese Pizza,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0025 - PIZZA/THIN CRUST & FLATBREADS,,,,
1111087437,,Kroger Non-Dairy Whipped Topping,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4570 - AEROSOL TOPPINGS                                       ,,,,
1111087445,,Kroger Extra Creamy Whipped Cream,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4570 - AEROSOL TOPPINGS                                       ,,,,
1111087815,,Private Selection Frozen Mango Chunks,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,042 - FROZEN FRUITS,0184 - FROZEN FRUIT                  ,,,,
1111088056,,Kroger Whole Green Beans,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2044 - GREEN BEANS: FS/WHL/CUT       ,,,,
1111088858,,Kroger Value Farmer's Grill Cat Food Can,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,021 - WET CAT FOOD,7198 - WET CAT FOOD - REGULAR        ,,,,
1111088867,,Kroger Cider Vinegar,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,133 - VINEGAR&COOKING WINES,0217 - VINEGAR/WHITE&CIDER           ,,,,
1111088916,,Private Selection Pepperoni & Mushroom Pizza,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,038 - FROZEN PIZZA,0026 - PIZZA/SINGLE SERVE/MICROWAVE  ,,,,
1111088939,,Fred Meyer Peanut Butter Baking Chips,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,016 - BAKING NEEDS,3225 - BITS & MORSELS                ,,,,
1111089538,,Pet Pride Tiny Natural Dog Biscuits,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7206 - DOG TREATS - ORGANIC/NATURAL  ,,,,
1111090080,,Fry's Lite Chicken Noodle Soup,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,006 - CANNED SOUPS,3172 - READY TO SERVE                ,,,,
1111090082,,Fry's Light Homestyle Vegetables & Rice Soup,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,006 - CANNED SOUPS,3172 - READY TO SERVE                ,,,,
1111090263,,Kroger Extreme Fusion Orange Pineapple Juice,Y,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,119 - ASEPTIC JUICE,2048 - ASEPTIC PACK JUICE AND DRINKS (UNDER 50% JUICE)        ,,,,
1111090512,,Ralphs Mixed Berry Yogurt Smoothie,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,4535 - DRINKS YOGURT                                          ,,,,
1111103797,,All 3x Small & Mighty Stainlifter,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,104 - LAUNDRY DETERGENTS,7715 - LIQUID LAUNDRY DETERGENTS     ,,,,
1111523187,,Promise Activ Strawberry Yogurt Supershots,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8300 - PROACTIVE HEALTH YOGURT                                ,,,,
1111861794,,Pet Pride Tasty Beef Treats,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,020 - DOG TREATS,7195 - DOG TREATS - SNACKS           ,,,,
